pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체
47144,4,2,경기,1,26.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,8.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3.9,1,4,5,5,4,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-10-01,,7.0,0,7.0,0,0,3,4,8,4,4,1,3,3,3,3,3,3,5.0,40,3,3,3,3,3,8.0,16.0,3.0,3,1,1,2,3,2,3,3,2,2.0,3,3,0,0,,26.333333333,3.0,남자,건강하다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇지않다,,,경기,교육서비스업
47191,4,4,경남,1,26.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,15.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.5,2,4,6,6,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-09-01,2019-11-01,,2.0,0,2.0,0,0,1,1,2,5,5,2,2,2,1,2,2,2,2.0,6,1,2,1,1,1,15.0,9.0,3.0,3,1,2,1,1,2,3,3,3,2.0,3,3,0,0,,26.333333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,경남,숙박/음식점업
47197,4,4,경북,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,40.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.6,1,4,5,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-05-01,,14.0,0,14.0,1,0,2,3,1,3,3,1,1,2,1,1,1,2,5.0,40,1,2,1,1,1,14.0,6.0,3.0,3,1,2,1,2,2,3,3,3,2.0,2,2,0,0,,26.5,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경북,건설업
47209,4,4,부산,1,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3,3.8,1,2,3,4,3,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2015-07-01,2019-08-01,,49.0,0,49.0,1,1,1,1,-1,4,3,3,2,2,2,2,2,2,5.0,40,2,2,2,2,3,2.0,7.0,3.0,1,1,2,1,1,2,1,2,1,,3,2,0,0,,27.25,3.0,남자,건강하지않다,미혼,비수도권,맞지않다,이공계,있다,그렇다,보통이다,그렇다,,그렇지않다,,,부산,도매/소매업
47701,4,4,부산,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3,3.7,1,2,4,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-02-01,,11.0,0,11.0,0,0,2,3,7,3,3,1,2,3,1,1,3,3,5.0,40,1,2,1,1,3,2.0,16.0,3.0,1,1,2,1,2,2,2,2,2,2.0,2,2,0,0,,24.333333333,3.0,여자,건강하지않다,미혼,비수도권,맞지않다,이공계,있다,보통이다,보통이다,보통이다,1000명미만,보통이다,,,부산,교육서비스업
47713,4,5,광주,2,29.333333333,1.0,18.0,9.0,6.0,3.0,0.0,30.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,14.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,3,3.1,1,2,3,5,4,1,2019,0,1,2010-03-01,2018-08-31,2019-09-01,2011-11-01,,,94.0,,0,94.0,1,1,1,1,9,3,3,1,1,3,2,1,2,3,2.0,14,1,2,3,3,3,6.0,18.0,3.0,1,1,2,1,1,2,1,3,2,1.0,2,2,0,0,30.0,29.333333333,3.0,여자,건강하지않다,미혼,비수도권,맞지않다,이공계,있다,그렇다,그렇지않다,보통이다,1000명이상,보통이다,시내버스,30.0,광주,예술/스포츠/여가관련서비스업
47719,4,5,전남,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.5,2,4,3,3,3,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2018-03-01,2019-05-01,,14.0,0,14.0,1,0,3,3,5,2,2,1,1,3,1,1,1,3,5.0,40,1,2,1,1,1,6.0,3.0,3.0,3,1,2,2,2,2,1,1,1,2.0,1,1,0,0,,26.5,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,그렇다,,,광주,제조업
47760,4,2,인천,1,33.666666667,2.0,5.0,7.0,14.0,2.0,0.0,15.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,42.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.0,1,3,4,5,5,1,2019,0,1,2005-03-01,2019-02-28,2019-09-01,2013-08-01,,,73.0,,0,73.0,1,1,2,2,7,4,4,1,1,3,1,1,1,1,5.0,42,1,2,1,1,1,14.0,5.0,3.0,2,1,1,1,1,2,2,3,3,2.0,3,3,0,1,15.0,33.666666667,3.0,남자,보통이다,미혼,수도권,맞지않다,이공계,있다,보통이다,그렇지않다,그렇지않다,1000명미만,그렇지않다,승용차,15.0,경북,수도/하수/원료재생업
47773,4,4,경북,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,25.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.9,2,4,6,6,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-08-01,,17.0,0,17.0,1,0,3,4,8,3,3,2,2,2,2,2,2,2,5.0,25,2,2,2,2,2,14.0,16.0,3.0,3,1,2,2,3,2,3,3,3,2.0,2,2,0,0,,24.666666667,3.0,여자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경북,교육서비스업
47820,4,1,서울,2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,14.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3,3.63,1,4,3,6,3,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2014-09-01,2018-10-01,,49.0,0,49.0,1,1,1,1,9,3,4,2,2,3,1,1,2,3,2.0,14,3,3,3,1,3,1.0,9.0,3.0,3,1,1,1,1,2,1,3,1,1.0,2,3,0,0,,25.0,3.0,여자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇다,그렇지않다,그렇다,1000명이상,보통이다,,,서울,숙박/음식점업
47938,4,4,대구,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.2,2,4,4,6,5,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-05-01,2019-09-01,,4.0,0,4.0,0,0,3,3,-1,3,3,3,3,3,3,3,3,3,5.0,40,1,2,1,1,1,3.0,13.0,3.0,3,1,2,2,2,2,2,3,3,,2,2,0,0,,26.916666667,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,보통이다,그렇지않다,그렇지않다,,보통이다,,,대구,전문과학및기술서비스업
47972,4,5,전북,1,28.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,12.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,40.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.15,2,5,4,4,4,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2019-05-01,2020-05-01,,12.0,0,12.0,1,0,3,2,9,5,5,1,1,3,2,2,1,3,5.0,40,1,2,1,1,1,12.0,16.0,3.0,3,1,2,2,1,2,2,2,2,1.0,3,3,0,0,,28.333333333,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,보통이다,보통이다,보통이다,1000명이상,그렇지않다,,,전북,교육서비스업
47993,4,2,경기,2,24.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,15.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.47,2,5,5,3,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-06-01,,16.0,0,16.0,1,0,1,1,-1,4,4,1,2,3,1,1,1,3,2.0,15,1,2,1,1,1,1.0,7.0,3.0,3,1,1,1,1,2,3,1,2,,3,3,0,0,,24.416666667,3.0,여자,건강하다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇다,보통이다,,그렇지않다,,,서울,도매/소매업
48020,4,4,부산,2,23.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,45.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3,3.75,1,2,3,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-02-01,,12.0,0,12.0,1,0,5,4,9,4,4,3,3,3,3,3,3,3,5.0,45,3,3,1,3,3,2.0,16.0,3.0,1,1,2,3,3,2,1,2,2,1.0,3,3,0,1,,23.666666667,3.0,여자,건강하지않다,미혼,비수도권,잘맞다,이공계,있다,그렇다,보통이다,보통이다,1000명이상,그렇지않다,,,부산,교육서비스업
48079,4,1,서울,1,25.416666667,2.0,10.0,2.0,1.0,2.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,2.4,1,4,7,5,6,1,2019,0,1,2014-03-01,2018-08-31,2019-09-01,2017-05-01,,,28.0,,0,28.0,1,1,5,4,2,5,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,1.0,10.0,3.0,3,1,1,3,3,2,3,3,3,2.0,3,3,1,0,50.0,25.416666667,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,승용차,50.0,서울,정보통신업
48108,4,2,강원,1,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,42.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.62,1,3,7,7,7,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-08-01,2020-02-01,,6.0,0,6.0,0,0,3,2,5,2,4,1,1,3,2,2,2,2,5.0,42,1,2,1,1,1,1.0,10.0,3.0,2,1,1,2,1,2,3,3,3,2.0,1,3,0,1,,26.25,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,서울,정보통신업
48242,4,4,대구,1,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,30.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3,3.0,1,5,5,6,7,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2019-02-01,2019-04-01,,2.0,0,2.0,0,0,4,4,7,4,5,3,3,3,3,3,1,3,5.0,30,1,2,3,3,3,3.0,15.0,3.0,3,1,2,3,3,2,3,3,3,2.0,3,3,0,0,,28.25,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,대구,공공행정/국방사회보장행정
48266,4,5,광주,1,29.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,13.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.16,1,3,6,6,6,1,2019,1,2,2010-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-04-01,,2.0,0,2.0,0,0,4,4,3,3,3,1,1,2,1,1,2,2,5.0,40,1,2,1,1,1,13.0,10.0,3.0,2,1,2,3,3,2,3,3,3,2.0,2,2,0,0,,29.583333333,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,전남,정보통신업
48669,4,2,인천,1,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,45.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.34,1,3,3,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-08-01,2019-09-01,,1.0,0,1.0,0,0,3,2,9,4,4,3,3,3,3,3,3,3,5.0,45,3,3,3,3,3,8.0,8.0,3.0,2,1,1,2,1,2,1,3,3,1.0,3,3,0,1,,27.416666667,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,그렇다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,경기,운수/창고업
48723,4,4,대구,1,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,35.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.4,2,4,6,6,6,1,2019,1,2,2015-03-01,2018-08-31,2019-09-01,,2018-11-01,2019-09-01,,10.0,0,10.0,0,0,1,1,2,3,3,2,2,2,2,1,2,2,5.0,35,2,2,2,2,2,3.0,9.0,3.0,3,1,2,1,1,2,3,3,3,2.0,2,2,0,0,,28.0,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,숙박/음식점업
48740,4,4,울산,2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,35.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2.99,1,4,5,7,4,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-06-01,2020-05-01,,11.0,0,11.0,0,0,1,1,3,4,4,1,2,3,1,1,2,3,5.0,35,1,2,1,1,2,2.0,9.0,1.125,3,1,2,1,1,2,3,3,2,2.0,3,3,0,0,,25.0,1.125,여자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇지않다,,,부산,숙박/음식점업
48749,4,1,서울,2,23.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.63,1,4,4,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-07-01,2019-12-01,,5.0,0,5.0,0,0,4,3,9,3,3,3,1,3,3,2,3,3,5.0,40,1,2,1,1,1,1.0,13.0,3.0,3,1,1,3,2,2,2,2,2,1.0,2,2,0,0,,23.833333333,3.0,여자,건강하다,미혼,수도권,잘맞다,이공계,있다,보통이다,보통이다,보통이다,1000명이상,보통이다,,,서울,전문과학및기술서비스업
48799,4,2,경기,2,26.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,40.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,2.8,1,3,3,4,4,1,2019,1,2,2013-03-01,2018-08-31,2019-09-01,,2019-03-01,2019-11-01,,8.0,0,8.0,0,0,1,1,-1,4,2,3,1,3,3,3,1,3,5.0,40,1,2,1,1,1,1.0,13.0,3.0,2,1,1,1,1,2,1,2,2,,3,1,0,0,,26.166666667,3.0,여자,보통이다,미혼,수도권,맞지않다,이공계,있다,그렇다,보통이다,보통이다,,그렇지않다,,,서울,전문과학및기술서비스업
48863,4,4,경남,2,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,40.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3,4.38,2,4,7,7,7,1,2019,1,2,2015-03-01,2018-08-31,2019-09-01,,2019-08-01,2019-10-01,,2.0,0,2.0,0,0,1,1,-1,5,4,3,3,3,1,3,3,3,5.0,40,3,3,3,1,3,2.0,9.0,3.0,3,1,2,1,1,2,3,3,3,,3,3,0,0,,24.25,3.0,여자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,부산,숙박/음식점업
48873,4,4,경북,1,28.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,14.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3,2.9,2,3,3,3,3,1,2019,1,2,2010-09-01,2018-08-31,2019-09-01,,2018-09-01,2020-04-01,,19.0,0,19.0,1,0,2,2,1,4,4,2,2,2,2,1,2,2,2.0,14,2,2,2,3,3,3.0,18.0,3.0,2,1,2,1,1,2,1,1,1,2.0,3,3,0,0,,28.916666667,3.0,남자,보통이다,미혼,비수도권,맞지않다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,,,대구,예술/스포츠/여가관련서비스업
48991,4,4,부산,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,25.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,2.84,2,5,7,7,7,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2018-03-01,2020-03-01,,24.0,0,24.0,1,1,1,1,-1,4,4,1,1,3,1,2,1,3,5.0,25,1,2,1,1,1,2.0,9.0,3.0,3,1,2,1,1,2,3,3,3,,3,3,0,0,,26.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,부산,숙박/음식점업
49099,4,5,광주,1,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,45.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1,2.7,1,3,4,3,4,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-06-01,,3.0,0,3.0,0,0,3,4,9,3,4,1,1,1,1,1,1,1,5.0,45,1,2,1,1,1,8.0,15.0,1.125,2,1,2,2,3,2,2,1,2,1.0,2,3,1,1,,29.25,1.125,남자,보통이다,미혼,비수도권,보통이다,이공계,있다,보통이다,그렇다,보통이다,1000명이상,보통이다,,,경기,공공행정/국방사회보장행정
49109,4,5,전북,2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3,3.7,1,4,6,6,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2018-11-01,2019-07-01,,8.0,0,8.0,0,0,4,2,5,3,2,1,1,3,1,1,1,1,5.0,40,3,3,1,3,3,1.0,13.0,3.0,3,1,2,3,1,2,3,3,2,2.0,2,1,0,0,,23.75,3.0,여자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,보통이다,,,서울,전문과학및기술서비스업
49118,4,1,서울,1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,45.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.5,2,5,5,4,5,2,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-04-01,2020-02-01,,10.0,0,10.0,0,0,1,2,8,4,4,1,1,3,1,2,1,3,5.0,45,1,2,1,1,1,1.0,16.0,3.0,3,2,1,1,1,2,3,2,3,2.0,3,3,0,1,,27.5,3.0,남자,건강하다,기혼,수도권,맞지않다,이공계,없다,그렇지않다,보통이다,그렇지않다,1000명미만,그렇지않다,,,서울,교육서비스업
49136,4,4,경북,1,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,20.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3,3.29,2,4,7,7,7,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-09-01,2019-12-01,,3.0,0,3.0,0,0,1,1,-1,3,3,3,3,2,1,3,3,2,4.0,20,2,3,2,2,2,3.0,9.0,3.0,3,1,2,1,1,2,3,3,3,,2,2,0,0,,25.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,대구,숙박/음식점업
49141,4,4,부산,1,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,30.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.9,1,4,7,7,7,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2017-07-01,2020-02-01,,31.0,0,31.0,1,1,1,1,9,5,5,1,1,1,1,2,1,3,5.0,30,1,2,1,1,1,2.0,9.0,3.0,3,1,2,1,1,2,3,3,3,1.0,3,3,0,0,,25.666666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,부산,숙박/음식점업
49142,4,4,부산,1,27.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,6,6,6,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-10-01,2019-06-01,,8.0,0,8.0,0,0,1,1,8,4,2,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,2.0,7.0,3.0,3,1,2,1,1,2,3,3,3,2.0,3,1,1,0,,27.583333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,부산,도매/소매업
49209,5,2,강원,1,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,8.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,6.0,70.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.4,1,3,5,7,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-10-01,,8.0,0,8.0,0,0,3,3,2,1,2,1,1,3,2,1,3,3,6.0,70,1,2,1,1,1,8.0,13.0,3.0,2,1,1,2,2,2,3,3,3,2.0,1,1,0,1,,25.833333333,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,경기,전문과학및기술서비스업
49240,5,4,경북,1,26.583333333,2.0,1.0,8.0,6.0,3.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.9,1,4,6,5,6,1,2019,0,1,2012-03-01,2018-08-31,2019-09-01,2017-09-01,,,24.0,,0,24.0,1,1,4,4,8,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,6.0,1.0,3.0,3,1,2,3,3,2,3,3,3,2.0,3,3,1,0,20.0,26.583333333,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,시내버스,20.0,광주,농업/임업/어업
49246,5,4,대구,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,35.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3,3.8,2,5,6,6,5,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-08-01,2018-11-01,,3.0,0,3.0,0,0,2,2,1,3,3,2,2,2,2,2,2,2,5.0,35,1,2,1,2,1,3.0,18.0,3.0,3,1,2,1,1,2,3,3,3,2.0,2,2,0,0,,26.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,예술/스포츠/여가관련서비스업
49267,5,1,서울,1,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,5,6,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-12-01,2020-06-01,,6.0,0,6.0,0,0,4,4,8,3,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,8.0,3.0,3.0,3,1,1,3,3,2,3,3,3,2.0,2,3,1,0,,27.416666667,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,제조업
